tweet,bullying
Quit bitching - if Kat and Andre had scored a 5 the blonde fuckwits would still have gone. Check out the other teams scoring... ,1
Someone get Kat a straight Jacket!! The bitch needs some time in a padded room!! ,1
RT @SueKennedy19:  Can someone punch that smug smirk off Kat's face please?,1
"This bitch has no right to talk about fair and has no right to celebrate, I hope that they crash and burn they don't deserve to be here ",1
@FakeToniaTodman she should be practising on her cooking skills ,1
The blondies eliminated ... Feckkkk ,1
Kat might as well go home now since she has no chance of beating the other teams ,1
This isn't even about the best cooking right now. Ugh.  I can't wait for things to get tougher so we can see Kat and Andre sweat. ,1
RT @LockeTigers3007:  I want to slap that smirk off Kat's face. I know I know. Stand in line....,1
Kat and Andre shouldn't be there they suck dick holes. The moles win my vote with the burnt butter icecream ,1
Honestly. Some of the rougher female heads on TV are compiled right here ,1
RT @Cymriaaa: OH MY GOD IF KAT STAYS IN I QUIT LIFE SHE DOESNT DESERVE IT SO HARD ,1
"RT @EloisePeace: but, there is still the dolly magazine model competition once a year girls. ",1
"RT @daniel_kaye: Kat, a massive c*nt. The biggest ever on  #cuntandandre",1
"RT @BrandonMcKenzie: Arghhhhh I want to kick in the television set right now, Kat you despicable rat ",1
 #katIsAWanker http://t.co/of1oz9A52K,1
RT @musicshooter: Oh Shit. Now we have to put up with freaking Kat and No Balls Andre for another week. FMD.  ,1
RT @aussie_gal27: #katandandre gaaaaah I just want to slap her back to WA ,1
I think it was Nikki and Katie's modesty that made them so appealing ,1
"So those blonde chicks are gone, yayy ",1
I'll say it if no one else will......that Kat needs serious medication  2015,1
Why does Kat have too be such a cunt? ,1
"#cuntandandre unlike MH370, I can't wait to see you crash and burn. ",1
RT @ash_p_ash: Faaark! The blonde promo girl walks with all the grace of a tradie in drag ,1
Kat is completely class less. ,1
"Fuck off, now we still have to watch the wicked witch and her dumb ass husband on our tv's. Kill me now ",1
"""We're still two young hot blondes. Who aren't really blonde. And not that hot.""
",1
"to be honest I would rather have had those ""models"" stay ",1
RT @PatSherlock89: The promo bimbos are certainly annoying but Kat and Andre seem like truly objectionable people.. gross ,1
Is My Kitchen Rules about cooking or bitching? Seriously guys. ,1
" was not a fan of the promo girls, but Kat is worse !",1
"Get Gordon Ramsay on there he'll sort #cuntandandre out
",1
Kat is the daughter of satan ,1
No one even likes you Kat &amp,1
"Two blondes....Twitter will be the judge  of hot!
",1
"The other teams KNEW kat would vote strategically, why wouldn't they score higher to get rid of kandre  #cunce #katisadog #katisdirt",1
Fuck you and your strategic unfair voting! Don't like either team but at least they weren't c*nts like Kat and Andre. So disappointed. ,1
"Kat, a massive c*nt. The biggest ever on  #cuntandandre",1
"Awww, bless them, they still think they were Hot...",1
Ok so I'm not the biggest fan of The Blondes but.... Even I didn't want them to go ,1
"RT @nastyjvc:  if we have to see Kat on the TV past tonight, I'm out",1
Kat so full of grace. Not. ,1
Mmm bitter-sweet victory. The 'models' are toast but we still have Kat and Andre. ,1
Karma is a b i t c h  &gt,1
" Girls, thank you for filling the slapper quotient on this years series...we no longer have a need for bitchy blondes! Au Revoir!",1
 Kate is a bitch,1
Oh Shit. Now we have to put up with freaking Kat and No Balls Andre for another week. FMD.  ,1
RT @GidgitVonLaRue:  Kat is better TV. She is a natural villian unlike Ash who is a fake one.,1
"#cuntandandre #cuntandandre #cuntandandre, here we go again,  you strategic arseholes! ",1
WTF!!!!! I not a huge fans of the promo girls but they never voted strategically! This sucks! Soo annoyed!  #killerblondes,1
 - I am seriously considering not watching just because I have to see Kats face. God. I want to slap it with a spatula!,1
RT @Sam__1985: I'd score 10 just to kick crazy eyes out.  ,1
#katandandre gaaaaah I just want to slap her back to WA ,1
"but, there is still the dolly magazine model competition once a year girls. ",1
" if Cunt and Arsehole remain you are a bunch of rigged cunts!!
#FuckOff #ShitCooks #CantCook #KatAndAndre",1
The promo bimbos are certainly annoying but Kat and Andre seem like truly objectionable people.. gross ,1
How annoying is this Kat on ,1
I think the whole country hates #Kat right now ,1
RT @gemma92rogers: Kat you did fight hard but that's not the way to win its pathetic #cheats ,1
Shame Katie and Nikki .. Kat - you're going down ,1
Tonight on Nikki knows....how to be eliminated on ,1
"Sympathy levels rising.... ""We're still two hot blondes"" &amp; it's gone... ",1
"Ah feminism is still going strong, ""At least we're still two young,hot, blondes."" ",1
Watch the camera pan in on Cunt face ,1
RT @mary__kaye: That face Kat just pulled was hideous. ,1
 That steaming cunt will go down in flames in a very short time. They still can't cook,1
And the secret twist. Kat and Andre are eliminated for being cunts!!!! ,1
Your cooking is still shit Kat ,1
"@falzonies: @mykitchenrules Kat you are the biggest MOLE , I hope you choke!! ",1
Kat and Andre better fuck off this show quickly. Awful people ,1
Kat's an utter disgrace. Like a carpet snake in a fowl house. Not gracious in any degree. #killerblondes ,1
"Can't believe #cuntandandre are still in the comp
",1
Toodles bitches ,1
 Awe never mind - there is always that illustrious Victoria's Secret modelling career Nikki...oh you model for Target. My bad.,1
Fuck cat u are even uglier when u smile u bbbbitch ,1
Oh shock face from Kat....really???!??! ,1
Wow they said people would be outraged but I'm so happy those blonde girls are going home. ,1
"Kat the Villian, but pulling off that red dress.  http://t.co/mx163Ds5Hz",1
I'm gonna gouge my eyes out if this bitch doesn't get off  #catandandre,1
Seriously. Crazy-eyes is staying? ,1
And I still prefer Kat to freakshow Annie ,1
"If #cuntandandre make it through, I'll... I don't know what I will do. ",1
eat a dick kat and andre u areseholes ,1
The blonde bitches are gone...yet Satan remains ,1
I HATE KATE &amp,1
I've never hated anyone more then I hate Kat. She's a horrible person.  2015,1
I hope to god Kat cant sleep at night ,1
Throwing shit around because Kat is impossible to deal with.  2015,1
I'm so disgusted that people like Kat is allowed in this competition ,1
FK YOU KAT AND ANDRE! ,1
"If Kat and Andre are strategically scoring, they need to be kicked off 2015 ",1
Kat from MKR is a smirking bogan. Please go. ,1
"Kat is actually a bitch, but I had to laugh at her response.  ",1
Fuck you Kat!! ,1
I guess we all hate Kat and Andrea but they all hated the frauleins more.You bitches cant win nor beat kat the dog  #sorrybraunhilders,1
Oops he meant Katie #bigthighs ,1
"Hey Kat, ""gloat"" is not a pretty colour to wear, love. Makes you look bitchy. Oh that's your normal face? My mistake. ",1
Can someone please punch Kat? ,1
"With Kats attitude, I think it's time to keep scores quiet until final round  ",1
Kat you stupid bitch  ,1
Do Kat &amp,1
Kat and Andre-you need to go. Kat is disgusting and her personality is black  #bitch,1
I honestly think Kat has mental health issues. ,1
Kats face when the score was announced made me want to puke eww wtf ,1
Fuck me I hate Kat if she doesn't leave I swear ,1
I want to just slap that smug look off Kats face. #annoying  @mykitchenrules,1
Kat should be eliminated for bad sportsmanship  2015,1
Kat I'd love to slap your face with a pork cutlet ,1
Kats face. I want to slap her seriously I hope they go but it doesn't look good. If they pass they won't last. They can't cook. ,1
"OH MY GOD,  SOMEONE PUNCH KAT IN THE FACE.  ",1
@annie_chaplin I think you might enjoy it too much but go ahead! Smack her silly. ,1
Kat you're fkn ass ,1
Kat is an absolutely disgusting human being. ,1
Someone wipe that smirk from Kat's face ,1
Piss off Kat with that stupid smile on your face ,1
"Katie has a better tan than Pete!!!
",1
OH MY GOD IF KAT STAYS IN I QUIT LIFE SHE DOESNT DESERVE IT SO HARD ,1
Oh you are a foul bitch Kat. Be ashamed for putting her on our televisions @mykitchenrules. ,1
"Kat, change your face #fuckerface ",1
Kat is such an awful bitch!!! ,1
Kat is one of those rare pieces of trash that get even uglier when she smiles ,1
Faaark! The blonde promo girl walks with all the grace of a tradie in drag ,1
I cannot STAND Kat and Andre. I don't even want to look at them right now. Kat is literally Satan in a red dress tonight. ,1
 I want to slap that smirk off Kat's face. I know I know. Stand in line....,1
Kat is going to be so smug she's going to be declared the particularly smug mayor of smugtown on the isle of smuggy ,1
Kat on  is such a horrible person.. I wish Kat and Andre would just get eliminated already.,1
Kat you nasty human being. You don't deserve to be in the comp ,1
So Twitter is calling Kat crazy eyes!!!! Bless you Twitter! She literally has the craziest fucking eyes I've ever seen. ,1
Go home Kat. cunt faced bitch  http://t.co/YsPBfitZtB,1
 Kat: the Wicked Witch from the West,1
I don't swear much... But... Fuck you kat... And u too Andre...ur both bitches ,1
"If Katie and Nikki are models I'll eat my hat 
",1
I've never wanted to punch someone so bad. Kat is coming across as absolutely awful.  #meangirl,1
Kat has to be the biggest bitch around ,1
I want to slap that stupid smirk off Kat's face. What a horrible cow! ,1
Kat has absolutely no shame. She should be ashamed. Her children will one day see how childish her mouth acted.  #killerblondes,1
Kat and Andre - the competition only lasts a short time - showing yourself as cocks to all of Australia is going to last a lot longer ,1
"Everyone else, despite our commentary, has fought hard too. It's not just you, Kat.  ",1
How do I actually feel sorry for Katie and Nikki. Kat and Andre are idiots ,1
I'm nervous for Annie. Kat is gonna tear her a new arsehole if she stays on the show ,1
@mary__kaye she's always hideous! ,1
"Arghhhhh I want to kick in the television set right now, Kat you despicable rat ",1
"You ""fought hard"" so it ""wouldn't be fair"" to be eliminated? Are you joking me? You scored unfairly the whole time! ",1
I kind of want to see Kat and Andre go through. Mainly because I think there are many other layers of Crazy-Kat we haven't seen yet. ,1
Well... The Hoes might pull this off.... Pardon the pun!! ,1
You know Kat and Andre are awful when I want Katie and Nikki to go through ,1
Now Annie is worried about the blondes.. Too late you dummy ,1
"Kat stop smiling you fool...they could get 10, they won't but be humble ",1
Scoring like a Cunt because you can't cook for shit isn't fighting hard Kat.... You stupid mole ,1
Kat is an awful human being! ,1
I think Kat has done a pretty good job of humiliating herself already ,1
Is Kat Sideshow Bob's Love Child?? ,1
Kats got the crazy eyes going on tonight ,1
"No Kat, you didn't fight hard. You cooked, it was shit and you will probably end up staying by giving people ridiculous scores. Moll ",1
Kat seriously turn it down... ,1
KAT IS ACTUALLY PSYCHOTIC. OFF MKR INTO A PSYCHIATRIC WARD ,1
"I mean. You've stooped this low after serving bricks how is this acceptable. How. Like. If viewers could vote a team off, bye Kat. ",1
Omg that woman is AWFUL!!!!! ,1
Really you acted surprise? Wow thats low Kat  ,1
 is it ok if I hit Kat? Cause that was not cool,1
Kat is such a fucking cow ,1
